"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
8.544949591E1,-9.998049736E-1,2.682948112E0,8.211338520E-1
8.545200168E1,-7.013864517E-1,2.572795391E0,1.048809052E0
8.545450730E1,-4.282274246E-1,2.469521046E0,1.225118637E0
8.545701314E1,-1.953544617E-1,2.401579380E0,1.427654743E0
8.545951894E1,-9.000205994E-2,2.275124788E0,1.595861673E0
8.546202478E1,2.309799194E-2,2.149124622E0,1.700861692E0
8.546453040E1,2.547435760E-1,2.003355503E0,1.749467850E0
8.546703625E1,4.253349304E-1,1.891093969E0,1.740718603E0
8.546954201E1,5.794563293E-1,1.760721803E0,1.537597179E0
8.547204762E1,7.012577057E-1,1.623552561E0,1.344111204E0
8.547455347E1,8.535280228E-1,1.477692246E0,1.186545610E0
8.547705924E1,1.000394821E0,1.374017477E0,9.724183083E-1
8.547956509E1,1.125190735E0,1.184259653E0,7.247581482E-1
8.548207071E1,1.319875717E0,1.001573205E0,4.890100956E-1
8.548457655E1,1.447766304E0,8.401272297E-1,2.627093792E-1
8.548708232E1,1.561412811E0,6.557307243E-1,2.816843987E-2
8.548958792E1,1.608267784E0,5.647289753E-1,-8.679294586E-2
8.549209376E1,1.667816162E0,5.003127456E-1,-1.707210541E-1
8.549459954E1,1.864015579E0,4.129455686E-1,-1.893098354E-1
8.549710538E1,2.188549042E0,3.907735944E-1,-2.615206242E-1
8.549961098E1,2.523810387E0,3.727769256E-1,-3.149421215E-1
8.550211683E1,2.778658867E0,3.984679580E-1,-2.572908401E-1
8.550462260E1,2.933793068E0,4.882584810E-1,-1.558787823E-1
8.550712844E1,3.137361526E0,6.111475825E-1,4.643511772E-2
8.550963398E1,3.432709694E0,7.280211449E-1,2.870919704E-1
8.551213982E1,3.714598656E0,8.437048197E-1,4.237391949E-1
8.551464567E1,3.938413620E0,9.533934593E-1,5.705318451E-1
8.551715129E1,4.180404663E0,9.979660511E-1,8.739943504E-1
8.551965713E1,4.456137657E0,1.101649880E0,1.125481129E0
8.552216293E1,4.673359871E0,1.131214619E0,1.229279280E0
8.552466877E1,4.849141121E0,1.179946899E0,1.202862740E0
8.552717432E1,5.136072159E0,1.222596884E0,1.124380827E0
8.552968016E1,5.270165443E0,1.255220652E0,1.023324490E0
8.553218576E1,5.269168854E0,1.261037946E0,9.183161259E-1
8.553469161E1,5.680433273E0,1.178276062E0,5.837643147E-1
8.553719738E1,5.862015724E0,1.158611655E0,1.019928455E-1
8.553970322E1,5.866580009E0,1.245743036E0,-3.230578899E-1
8.554220883E1,5.961731911E0,1.300450206E0,-7.108235359E-1
8.554471460E1,5.964393616E0,1.337861061E0,-1.212393045E0
8.554722044E1,5.792465210E0,1.410949469E0,-1.765199184E0
8.554972606E1,5.626281738E0,1.544365287E0,-2.340242386E0
8.555223190E1,5.360994339E0,1.727524996E0,-2.928014517E0
8.555473768E1,5.083122253E0,1.946720839E0,-3.494607449E0
8.555724352E1,4.713978767E0,2.180459738E0,-4.028031349E0
8.555974914E1,4.334807396E0,2.490332127E0,-4.552601814E0
8.556225497E1,4.083628654E0,2.605927944E0,-5.232315063E0
8.556476074E1,4.117678642E0,2.263927937E0,-5.888265610E0
8.556726636E1,4.237716675E0,1.801084995E0,-6.165425777E0
8.556977220E1,4.298175812E0,1.420767069E0,-6.106353760E0
8.557227797E1,4.362721443E0,1.178111911E0,-5.840288162E0
8.557478381E1,4.444148064E0,1.108798504E0,-5.477268219E0
8.557728943E1,4.582046509E0,1.105712056E0,-5.010827541E0
8.557979520E1,4.766098022E0,1.113484979E0,-4.591048241E0
8.558230102E1,5.104388237E0,1.135096550E0,-4.104472160E0
8.558480664E1,5.487419128E0,8.357551098E-1,-3.446125269E0
8.558731248E1,5.799023628E0,4.539378881E-1,-2.621767521E0
8.558981825E1,5.711992264E0,4.448453784E-1,-2.167232990E0
8.559232413E1,5.422836304E0,6.004039645E-1,-2.203349590E0
8.559482975E1,5.084829330E0,6.530509591E-1,-2.337441921E0
8.559733552E1,4.851022720E0,7.206944227E-1,-2.408243179E0
8.559984136E1,4.590040207E0,8.261861205E-1,-2.547076702E0
8.560234698E1,4.324590683E0,8.837137222E-1,-2.755848169E0
8.560485282E1,4.080820084E0,9.447742105E-1,-2.982804298E0
8.560735859E1,3.834056854E0,9.461200237E-1,-3.197970629E0
8.560986443E1,3.549010277E0,9.091532230E-1,-3.392234087E0
8.561237005E1,3.300500870E0,8.346379399E-1,-3.431895018E0
8.561487580E1,2.969591141E0,6.545856595E-1,-3.483664751E0
8.561738165E1,2.565440178E0,4.412722588E-1,-3.574617863E0
8.561988726E1,2.182490349E0,2.765579224E-1,-3.594102859E0
8.562239311E1,1.834918976E0,1.494757533E-1,-3.591020346E0
8.562489888E1,1.450489998E0,-2.731323242E-2,-3.599227667E0
8.562740468E1,1.084435463E0,-2.273167372E-1,-3.516759396E0
8.562991030E1,7.610025406E-1,-3.742780685E-1,-3.357130527E0
8.563241607E1,4.719429016E-1,-5.516358614E-1,-3.198455811E0
8.563492191E1,1.765880585E-1,-7.331969738E-1,-2.932386160E0
8.563742753E1,-5.184268951E-2,-9.074794054E-1,-2.699059010E0
8.563993337E1,-2.764701843E-1,-1.051673651E0,-2.457503557E0
8.564243915E1,-5.442705154E-1,-1.235914469E0,-2.214750290E0
8.564494499E1,-7.717523575E-1,-1.416700602E0,-1.946666956E0
8.564745061E1,-1.014837265E0,-1.588758230E0,-1.750447035E0
8.564995639E1,-1.235580444E0,-1.729743481E0,-1.504721403E0
8.565246224E1,-1.455866337E0,-1.815519571E0,-1.394564867E0
8.565496786E1,-1.672917843E0,-1.860221386E0,-1.313169718E0
8.565747370E1,-1.832656384E0,-1.890596032E0,-1.258434534E0
8.565997952E1,-1.849096775E0,-2.076794624E0,-1.122047424E0
8.566248536E1,-1.975759983E0,-2.116785049E0,-1.041598320E0
8.566499098E1,-2.101859570E0,-2.175482750E0,-1.041158199E0
8.566749675E1,-2.171989441E0,-2.294995785E0,-1.071682453E0
8.567000259E1,-2.222781658E0,-2.425144911E0,-1.058900356E0
8.567250821E1,-2.166994095E0,-2.553620338E0,-1.136560440E0
8.567501405E1,-2.021417618E0,-2.710102320E0,-1.089498043E0
8.567751982E1,-1.861527443E0,-2.802480459E0,-1.033956051E0
8.568002565E1,-1.625345707E0,-2.936486721E0,-8.489060402E-1
8.568253127E1,-1.307054996E0,-3.127073765E0,-6.953754425E-1
8.568503704E1,-1.062527657E0,-3.289601803E0,-5.269122124E-1
8.568754288E1,-7.791395187E-1,-3.498513937E0,-2.811474800E-1
8.569004850E1,-5.241909027E-1,-3.692138433E0,-1.128811836E-1
8.569255433E1,-2.403974533E-1,-3.861939907E0,2.502298355E-2
8.569506010E1,7.709693909E-2,-4.026021004E0,1.752479076E-1
8.569756595E1,3.253240585E-1,-4.094346046E0,2.732572556E-1
8.570007156E1,6.367473602E-1,-4.151288986E0,3.371737003E-1
8.570257741E1,9.411115646E-1,-4.228691101E0,3.293366432E-1
8.570508319E1,1.226471901E0,-4.276244164E0,2.474656105E-1
8.570758880E1,1.406957626E0,-4.249002934E0,2.373747826E-1
8.571009465E1,1.512139320E0,-4.172169685E0,2.862699032E-1
8.571260042E1,1.620738983E0,-4.144062996E0,2.592339516E-1
8.571510626E1,1.687933922E0,-4.015910625E0,1.912300587E-1
8.571761188E1,1.607283592E0,-3.870326281E0,1.464011669E-1
8.572011773E1,1.578542709E0,-3.746953011E0,1.054632664E-1
8.572262327E1,1.482865334E0,-3.652965069E0,1.122059822E-1
8.572512913E1,1.265425682E0,-3.547522068E0,1.572852135E-1
8.572763490E1,1.038786888E0,-3.382365227E0,2.711212635E-1
8.573014074E1,8.328447342E-1,-3.138105631E0,4.771108627E-1
8.573264636E1,6.482181549E-1,-2.816804171E0,5.809361935E-1
8.573515222E1,5.260486603E-1,-2.541813850E0,5.969798565E-1
8.573765799E1,3.840532303E-1,-2.272507668E0,5.725116730E-1
8.574016383E1,3.597650528E-1,-1.999464989E0,5.756883621E-1
8.574266945E1,4.071455002E-1,-1.719566703E0,5.831160545E-1
8.574517521E1,4.472131729E-1,-1.536454439E0,5.714840889E-1
8.574768106E1,4.966087341E-1,-1.354968548E0,5.124027729E-1
8.575018667E1,5.913972855E-1,-1.220307589E0,5.408432484E-1
8.575269252E1,6.372318268E-1,-1.058306813E0,5.361216068E-1
8.575519829E1,7.169866562E-1,-9.505734444E-1,4.994199276E-1
8.575770413E1,8.139743805E-1,-8.737308979E-1,3.193142414E-1
8.576020975E1,9.403791428E-1,-7.944929600E-1,1.401636600E-1
8.576271560E1,1.087722778E0,-7.166155577E-1,7.122087479E-2
8.576522135E1,1.264883995E0,-5.644352436E-1,1.246070862E-2
8.576772696E1,1.431133270E0,-4.519203901E-1,-2.015495300E-2
8.577023281E1,1.541369438E0,-3.178814650E-1,-3.192973137E-2
8.577273858E1,1.536721230E0,-1.510949135E-1,-2.063870430E-2
8.577524420E1,1.500884056E0,5.652749538E-2,-4.425430298E-2
8.577775004E1,1.544942856E0,1.675409079E-1,-7.389426231E-2
8.578025581E1,1.623642921E0,3.619850874E-1,-5.604887009E-2
8.578276166E1,1.631869316E0,4.493894577E-1,-2.822470665E-1
8.578526728E1,1.681769371E0,5.554972887E-1,-3.198380470E-1
8.578777312E1,1.757077217E0,6.706259251E-1,-3.808593750E-1
8.579027889E1,1.435650826E0,7.851701975E-1,-3.656144142E-1
8.579278450E1,1.264475822E0,9.157714844E-1,-1.591360569E-1
8.579529037E1,1.197710037E0,9.808268547E-1,2.538323402E-2
8.579779614E1,9.777250290E-1,1.036174774E0,6.148457527E-2
8.580030198E1,7.034797668E-1,1.055354595E0,7.378602028E-2
8.580280760E1,4.846153259E-1,1.084647298E0,1.113436222E-1
8.580531341E1,3.566465378E-1,1.115508437E0,2.063691616E-1
8.580781918E1,1.759529114E-1,1.121785641E0,2.463912964E-1
8.581032479E1,5.027770996E-3,1.038983941E0,3.167331219E-1
8.581283064E1,-1.931343079E-1,1.002222776E0,4.257533550E-1
8.581533638E1,-4.634866714E-1,1.044873357E0,6.778151989E-1
8.581784222E1,-6.639986038E-1,1.106598496E0,9.241099358E-1
8.582034784E1,-8.380203247E-1,1.123657584E0,1.102332830E0
8.582285369E1,-1.063989162E0,1.143358231E0,1.277210474E0
8.582535946E1,-1.248688221E0,1.202080607E0,1.486853600E0
8.582786506E1,-1.476902485E0,1.299310088E0,1.651667595E0
8.583037091E1,-1.688516140E0,1.358381510E0,1.715623379E0
8.583287668E1,-1.897577763E0,1.385888457E0,1.722443104E0
8.583538252E1,-2.094044209E0,1.445861101E0,1.716526270E0
8.583788814E1,-2.267307758E0,1.459208012E0,1.725002289E0
8.584039401E1,-2.482510567E0,1.475801110E0,1.746639609E0
8.584289978E1,-2.694963932E0,1.550422311E0,1.735395432E0
8.584540540E1,-2.855040550E0,1.589011550E0,1.759128690E0
8.584791124E1,-3.011545181E0,1.646170616E0,1.770053506E0
8.585041702E1,-3.188683510E0,1.681835413E0,1.855955601E0
8.585292287E1,-3.361730576E0,1.748321533E0,1.923089027E0
8.585542849E1,-3.517569065E0,1.841303587E0,1.918884635E0
8.585793433E1,-3.661662579E0,1.862038374E0,1.908712983E0
8.586044008E1,-3.852403164E0,1.878048062E0,1.909527302E0
8.586294570E1,-4.032464027E0,1.860749125E0,1.912459135E0
8.586545154E1,-4.176509857E0,1.817676783E0,1.876413107E0
8.586795731E1,-4.271769047E0,1.826247454E0,1.810219646E0
8.587046316E1,-4.345901489E0,1.802095652E0,1.765210152E0
8.587296879E1,-4.418575287E0,1.793177366E0,1.686963320E0
8.587547463E1,-4.500491142E0,1.784936905E0,1.643928766E0
8.587798040E1,-4.625310421E0,1.777994871E0,1.621375680E0
8.588048602E1,-4.694318771E0,1.801877379E0,1.619453788E0
8.588299186E1,-4.808994293E0,1.801764727E0,1.551760435E0
8.588549766E1,-4.942936420E0,1.718724012E0,1.503810883E0
8.588800350E1,-5.115695953E0,1.605511308E0,1.485190153E0
8.589050912E1,-5.208683491E0,1.588500500E0,1.478205442E0
8.589301496E1,-5.331591129E0,1.573573351E0,1.463835478E0
8.589552074E1,-5.447519302E0,1.568782568E0,1.432321310E0
8.589802635E1,-5.473449230E0,1.563786745E0,1.442290783E0
8.590053220E1,-5.559526443E0,1.535696030E0,1.411463499E0
8.590303797E1,-5.672307968E0,1.512022614E0,1.373805523E0
8.590554382E1,-5.773383141E0,1.472993135E0,1.397879601E0
8.590804943E1,-5.825371742E0,1.462642670E0,1.396736383E0
8.591055528E1,-5.787399769E0,1.479563713E0,1.437760353E0
8.591306105E1,-5.828720570E0,1.453844070E0,1.473625422E0
8.591556664E1,-5.778746605E0,1.391871333E0,1.495590448E0
8.591807240E1,-5.716716766E0,1.358826756E0,1.573252916E0
8.592057825E1,-5.652649879E0,1.274809122E0,1.660302281E0
8.592308387E1,-5.495998383E0,1.222819567E0,1.756126404E0
8.592558971E1,-5.348991394E0,1.201799512E0,1.883201718E0
8.592809555E1,-5.216936111E0,1.166299582E0,2.002233744E0
8.593060132E1,-5.061486244E0,1.173418522E0,2.123532295E0
8.593310693E1,-4.929500103E0,1.201452017E0,2.264500141E0
8.593561270E1,-4.786581039E0,1.237410545E0,2.372442722E0
8.593811855E1,-4.587818623E0,1.249020100E0,2.561955690E0
8.594062414E1,-4.390540600E0,1.242646694E0,2.772547483E0
8.594312998E1,-4.242584705E0,1.231625199E0,2.930297852E0
8.594563576E1,-4.092923641E0,1.197306395E0,3.051122427E0
8.594814160E1,-3.902121067E0,1.228106737E0,3.151902914E0
8.595064722E1,-3.755270481E0,1.209599257E0,3.210505486E0
8.595315298E1,-3.585516930E0,1.197495580E0,3.236011028E0
8.595565883E1,-3.409471512E0,1.178448915E0,3.266038656E0
8.595816445E1,-3.258845329E0,1.145285845E0,3.273373842E0
8.596067030E1,-3.178137779E0,1.068179011E0,3.267768621E0
8.596317607E1,-3.046765327E0,1.027960300E0,3.200564861E0
8.596568191E1,-2.863076687E0,9.947716594E-1,3.096709728E0
8.596818753E1,-2.655164719E0,9.933105111E-1,2.930418730E0
8.597069330E1,-2.464214802E0,1.003210545E0,2.721468687E0
8.597319914E1,-2.296696186E0,1.045930505E0,2.515385151E0
8.597570476E1,-2.110178471E0,1.086422682E0,2.293317318E0
8.597821061E1,-1.869552612E0,1.153292060E0,2.073339701E0
8.598071645E1,-1.639172554E0,1.201256752E0,1.919048667E0
8.598322229E1,-1.435172558E0,1.273256779E0,1.830098629E0
8.598572791E1,-1.260617733E0,1.348138928E0,1.775122881E0
8.598823368E1,-1.033383369E0,1.395047188E0,1.751368642E0
8.599073952E1,-7.195243835E-1,1.469147444E0,1.677538276E0
8.599324514E1,-3.706636429E-1,1.588844657E0,1.624745965E0
8.599575098E1,-7.115364075E-3,1.715736389E0,1.606846571E0
8.599825676E1,2.566003799E-1,1.789862633E0,1.647130489E0
8.600076259E1,5.149946213E-1,1.856433988E0,1.681188703E0
8.600326821E1,8.621368408E-1,1.922374606E0,1.689554453E0
8.600577398E1,1.249418259E0,2.025849104E0,1.693878293E0
8.600827982E1,1.700369835E0,2.208913326E0,1.862881184E0
8.601078540E1,2.084165573E0,2.368774176E0,1.967028975E0
8.601329124E1,2.530115128E0,2.488774061E0,2.039029121E0
8.601579702E1,2.915530205E0,2.621892691E0,2.051156044E0
8.601830286E1,3.390967369E0,2.735995531E0,2.112902164E0
8.602080848E1,3.737737656E0,2.678046942E0,2.108672142E0
8.602331424E1,4.109847069E0,2.643170834E0,2.025614500E0
8.602582009E1,4.599273682E0,2.677018881E0,2.029614925E0
8.602832570E1,5.097162247E0,2.693213940E0,2.109153748E0
8.603083155E1,5.492759705E0,2.616376877E0,2.141627312E0
8.603333731E1,5.880808830E0,2.338276863E0,2.045627356E0
8.603584316E1,6.207975388E0,1.990295649E0,1.897672653E0
8.603834878E1,6.355051994E0,1.626958132E0,1.785089135E0
8.604085454E1,6.287211418E0,1.256131291E0,1.714354873E0
8.604336039E1,6.091113091E0,8.123174906E-1,1.532631993E0
8.604586599E1,5.831355095E0,3.427451849E-1,1.178957939E0
8.604837176E1,5.706923485E0,-6.114435196E-2,9.551401138E-1
8.605087761E1,5.548392296E0,-4.803092480E-1,7.167310715E-1
8.605338322E1,5.333190918E0,-8.100733757E-1,4.722335339E-1
8.605588904E1,5.032763481E0,-1.111958623E0,1.141054630E-1
8.605839481E1,4.724958420E0,-1.291016340E0,-8.016180992E-2
8.606090065E1,4.562659264E0,-1.361880660E0,-3.499877453E-1
8.606340627E1,4.295693398E0,-1.302473783E0,-5.387432575E-1
8.606591210E1,3.777386665E0,-1.111114621E0,-7.094721794E-1
8.606841787E1,3.421080589E0,-8.872475624E-1,-8.841898441E-1
8.607092372E1,3.149931908E0,-5.953222513E-1,-1.009398937E0
8.607342933E1,3.055643082E0,-2.783269882E-1,-8.822541237E-1
8.607593507E1,3.142223358E0,-6.487023830E-2,-7.167410851E-1
8.607844092E1,3.370816231E0,-5.527508259E-2,-5.096259117E-1
8.608094654E1,3.770340919E0,-1.446081400E-1,-3.118624687E-1
8.608345238E1,4.018228531E0,-2.226384878E-1,-2.487349510E-1
8.608595817E1,4.163836479E0,-2.869693041E-1,-2.978334427E-1
8.608846401E1,4.296072960E0,-4.353771210E-1,-3.792171478E-1
8.609096963E1,4.484687805E0,-6.105278730E-1,-4.540820122E-1
8.609347540E1,4.725293159E0,-7.778657675E-1,-4.294812679E-1
8.609598104E1,5.033874512E0,-8.359493017E-1,-1.864583492E-1
8.609848688E1,5.424945831E0,-7.503293753E-1,1.579968929E-1
8.610099265E1,5.977451324E0,-5.255135298E-1,5.446181297E-1
8.610349850E1,6.603779793E0,-3.770711422E-1,7.485318184E-1
8.610600413E1,7.206288338E0,-4.113237858E-1,9.513843060E-1
8.610850997E1,7.894989014E0,-3.589471579E-1,8.227338791E-1
8.611101574E1,8.485639572E0,-5.810925961E-1,6.689226627E-1
8.611352159E1,8.732635498E0,-8.397685289E-1,1.255035400E-1
8.611602718E1,8.828366280E0,-1.306763649E0,2.208559513E-1
8.611853302E1,8.472889900E0,-1.711296082E0,6.223654747E-2
8.612103879E1,7.670546532E0,-2.292811871E0,-5.537221432E-1
8.612354464E1,6.547646523E0,-3.053761721E0,-1.099722147E0
8.612605005E1,5.237205505E0,-3.732205391E0,-1.718615294E0
8.612855582E1,3.839592934E0,-4.589887619E0,-2.365214825E0
8.613106166E1,2.341458321E0,-5.523931503E0,-2.919176102E0
8.613356728E1,9.272670746E-1,-6.307930946E0,-3.372358561E0
8.613607305E1,-2.680320740E-1,-7.065546036E0,-3.685784817E0
8.613857892E1,-1.068309307E0,-7.564097404E0,-3.837332010E0
8.614108454E1,-1.581377029E0,-7.986240387E0,-3.949431896E0
8.614359030E1,-1.828915119E0,-8.219350815E0,-4.029552460E0
8.614609615E1,-2.008746147E0,-8.291268349E0,-3.986482620E0
8.614860172E1,-2.297038555E0,-8.173123360E0,-3.929678202E0
8.615110756E1,-2.483265877E0,-7.783010483E0,-3.729670525E0
8.615361333E1,-2.361092567E0,-7.163339615E0,-3.314672947E0
8.615611918E1,-2.263918400E0,-6.396671295E0,-2.808921814E0
8.615862480E1,-2.176268578E0,-5.866854668E0,-2.463807583E0
8.616113064E1,-2.103956223E0,-5.535931110E0,-2.346503973E0
8.616363642E1,-2.006175518E0,-5.151894093E0,-2.443938971E0
8.616614226E1,-1.922683239E0,-4.724267006E0,-2.403984547E0
8.616864788E1,-1.831155777E0,-4.311724663E0,-2.392419338E0
8.617115373E1,-1.651574135E0,-4.054952621E0,-2.538625956E0
8.617365950E1,-1.424999237E0,-3.802782297E0,-2.722709179E0
8.617616534E1,-1.263380051E0,-3.625574112E0,-2.878971338E0
8.617867096E1,-1.056735516E0,-3.491723299E0,-2.689095259E0
8.618117676E1,-8.986439705E-1,-3.410735846E0,-2.535544634E0
8.618368238E1,-7.635765076E-1,-3.420845747E0,-2.340403795E0
8.618618823E1,-6.899471283E-1,-3.480839729E0,-2.131998062E0
8.618869400E1,-5.684499741E-1,-3.528444529E0,-1.930023432E0
8.619119986E1,-4.853143692E-1,-3.568383455E0,-1.794003725E0
8.619370548E1,-2.767858505E-1,-3.569317579E0,-1.863682747E0
8.619621132E1,-1.842851639E-1,-3.503746271E0,-1.945482969E0
8.619871709E1,-7.882404327E-2,-3.367128849E0,-2.153251648E0
8.620122276E1,-1.473369598E-1,-3.142348289E0,-2.368228197E0
8.620372860E1,-9.600353241E-2,-2.858567953E0,-2.645097733E0
8.620623437E1,-9.043502808E-2,-2.588440418E0,-2.598417044E0
8.620874022E1,-1.689062119E-1,-2.270606756E0,-2.581196547E0
8.621124582E1,-2.634944916E-1,-1.905742168E0,-2.640830755E0
8.621375166E1,-3.818159103E-1,-1.486954212E0,-2.770496130E0
8.621625743E1,-5.150880814E-1,-1.112848759E0,-2.738725185E0
8.621876305E1,-7.317743301E-1,-7.786598206E-1,-2.605978489E0
8.622126889E1,-9.557847977E-1,-4.903073311E-1,-2.440228939E0
8.622377468E1,-1.068958759E0,-2.060008049E-1,-2.241672039E0
8.622628052E1,-1.155479431E0,4.045486450E-2,-2.019741535E0
8.622878614E1,-1.225305557E0,2.495253086E-1,-1.921858311E0
8.623129198E1,-1.298226357E0,4.442024231E-1,-1.659592628E0
8.623379776E1,-1.338328362E0,5.650587082E-1,-1.456985474E0
8.623630340E1,-1.257665634E0,6.373748779E-1,-1.265863895E0
8.623880924E1,-1.164613247E0,6.716176271E-1,-1.145789146E0
8.624131501E1,-1.030663490E0,6.375676394E-1,-9.158391953E-1
8.624382086E1,-9.307732582E-1,6.002773046E-1,-8.494801521E-1
8.624632646E1,-7.061858177E-1,5.190497637E-1,-7.872960567E-1
8.624883230E1,-4.428806305E-1,3.863379955E-1,-7.216501236E-1
8.625133807E1,-1.179418564E-1,2.803685665E-1,-6.923146248E-1
8.625384369E1,1.319999695E-1,1.151828766E-1,-7.804851532E-1
8.625634955E1,4.514398575E-1,-4.312038422E-3,-8.798995018E-1
8.625885532E1,7.007713318E-1,-1.237061024E-1,-1.036167860E0
8.626136117E1,8.038387299E-1,-1.380641460E-1,-1.085552454E0
8.626386678E1,9.015388489E-1,-1.988513470E-1,-1.141381025E0
8.626637263E1,1.024305344E0,-1.751005650E-1,-1.129504919E0
8.626887841E1,1.073129654E0,-2.761678696E-1,-1.148999214E0
8.627138402E1,9.912567139E-1,-3.426034451E-1,-1.148814201E0
8.627388986E1,8.963956833E-1,-2.563929558E-1,-1.177424908E0
8.627639566E1,1.213142395E0,-2.973828316E-1,-1.168780804E0
8.627890150E1,1.480084419E0,-4.059948921E-1,-1.306748629E0
8.628140712E1,1.659730911E0,-3.890898228E-1,-1.430443287E0
8.628391296E1,1.787135124E0,-4.049816132E-1,-1.581347227E0
8.628641851E1,1.849612236E0,-3.551568985E-1,-1.622984409E0
8.628892436E1,1.952239990E0,-2.985749245E-1,-1.451563835E0
8.629143012E1,1.940478325E0,-1.650028229E-1,-1.297828436E0
8.629393597E1,1.876455307E0,-9.611845016E-3,-1.165760756E0
8.629644182E1,1.833415031E0,1.883924007E-1,-1.050387383E0
8.629894763E1,1.730764389E0,3.704670668E-1,-8.816494942E-1
8.630145347E1,1.644533157E0,5.658698082E-1,-8.044967651E-1
8.630395924E1,1.607873917E0,7.177333832E-1,-7.329642773E-1
8.630646486E1,1.643222809E0,9.072397947E-1,-6.091849804E-1
8.630897070E1,1.592570305E0,1.082494497E0,-4.902820587E-1
8.631147644E1,1.522486687E0,1.301804662E0,-4.219837189E-1
8.631398206E1,1.465545654E0,1.444084883E0,-2.310559750E-1
8.631648790E1,1.332656860E0,1.553795099E0,-6.499648094E-2
8.631899367E1,1.077353477E0,1.616941214E0,1.004791260E-1
8.632149929E1,7.912750244E-1,1.694450021E0,2.879352570E-1
8.632400513E1,4.568243027E-1,1.674004197E0,5.305171013E-1
8.632651090E1,1.384754181E-1,1.658862710E0,6.180808544E-1
8.632901675E1,-6.416606903E-2,1.606880069E0,7.542991638E-1
8.633152237E1,-2.368516922E-1,1.564231873E0,9.702818394E-1
8.633402824E1,-4.221267700E-1,1.538316131E0,1.104383230E0
8.633653401E1,-7.057065964E-1,1.457795978E0,1.304400206E0
8.633903963E1,-1.007933140E0,1.420039654E0,1.584402800E0
8.634154547E1,-1.123908043E0,1.368642449E0,1.728464603E0
8.634405126E1,-1.477156639E0,1.303997517E0,1.958715081E0
8.634655710E1,-1.699812889E0,1.275218606E0,2.096540451E0
8.634906272E1,-1.865582943E0,1.249876380E0,2.107893705E0
8.635156856E1,-2.278038502E0,1.271500587E0,2.335117579E0
8.635407433E1,-2.458301067E0,1.262834668E0,2.375745773E0
8.635658015E1,-2.743560791E0,1.276495337E0,2.351255417E0
8.635908577E1,-2.967708111E0,1.225108147E0,2.290053129E0
8.636159154E1,-3.115776539E0,1.166869879E0,2.339669228E0
8.636409738E1,-3.107877254E0,9.775003791E-1,2.253751993E0
8.636660298E1,-3.224877357E0,9.224504232E-1,2.243701935E0
8.636910882E1,-3.299877167E0,8.485003710E-1,2.143802166E0
8.637161459E1,-3.390777111E0,7.385503650E-1,2.087702036E0
8.637412044E1,-3.517827034E0,6.134503484E-1,2.037752151E0
8.637662603E1,-3.608877182E0,5.084503889E-1,1.946702003E0
8.637913180E1,-3.706853867E0,4.795090556E-1,1.862638712E0
8.638163764E1,-3.862856388E0,4.337061048E-1,1.771582603E0
8.638414326E1,-4.032785416E0,3.687944412E-1,1.637665749E0
8.638664911E1,-4.252794743E0,2.848504782E-1,1.522693396E0
8.638915488E1,-4.490551472E0,1.260221004E-1,1.504701614E0
8.639166050E1,-4.670493126E0,-7.276988029E-2,1.540799141E0
8.639416634E1,-4.781267643E0,-2.507573366E-1,1.473262787E0
8.639667206E1,-4.855142593E0,-3.995518684E-1,1.494385242E0
8.639917790E1,-4.795404434E0,-5.618820190E-1,1.428987265E0
8.640168352E1,-4.732231140E0,-6.939935684E-1,1.400273323E0
8.640418937E1,-4.708119869E0,-7.966312170E-1,1.391434908E0
8.640669511E1,-4.659632683E0,-8.903315067E-1,1.388668537E0
8.640920072E1,-4.655473232E0,-9.879677296E-1,1.491863966E0
8.641170657E1,-4.791430950E0,-9.537910223E-1,1.607033491E0
8.641421234E1,-5.001384735E0,-8.531078100E-1,1.705101728E0
8.641671822E1,-5.238842010E0,-7.196149826E-1,1.899527788E0
8.641922383E1,-5.296700954E0,-6.315684319E-1,2.067572832E0
8.642172968E1,-5.334764481E0,-5.973837376E-1,2.174701214E0
8.642423545E1,-5.365813255E0,-5.484232903E-1,2.352896690E0
8.642674129E1,-5.329792976E0,-5.602983236E-1,2.400900841E0
8.642924691E1,-5.340660572E0,-5.343345404E-1,2.429169178E0
8.643175268E1,-5.431695461E0,-5.051225424E-1,2.513167381E0
8.643425853E1,-5.405740738E0,-4.120938778E-1,2.522136688E0
8.643676415E1,-5.424224854E0,-3.195971251E-1,2.525346279E0
8.643926998E1,-5.438312054E0,-2.355124950E-1,2.515445709E0
8.644177575E1,-5.398251534E0,-1.394355297E-1,2.494444370E0
8.644428137E1,-5.416648865E0,3.069949150E-2,2.497148037E0
8.644678721E1,-5.428636074E0,1.768485308E-1,2.447197914E0
8.644929296E1,-5.416344643E0,3.643190861E-1,2.388959169E0
8.645179881E1,-5.332335472E0,5.134442449E-1,2.340969086E0
8.645430442E1,-5.234306335E0,7.061024904E-1,2.351481438E0
8.645681019E1,-5.060306072E0,8.811460733E-1,2.277538776E0
8.645931600E1,-4.919501305E0,1.063071728E0,2.316191912E0
8.646182162E1,-4.772518158E0,1.231023431E0,2.352169991E0
8.646432747E1,-4.519413471E0,1.336680532E0,2.459838629E0
