"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
2.488717505E2,4.426393509E0,-5.208199024E-1,1.554809332E0
2.488742564E2,4.858751297E0,-5.139852762E-1,1.411594868E0
2.488767622E2,5.427792549E0,-6.068300009E-1,1.505264044E0
2.488792681E2,6.047145844E0,-7.403252125E-1,1.507068634E0
2.488817739E2,6.477398872E0,-7.282104492E-1,1.400350094E0
2.488842795E2,7.008816719E0,-1.240576863E0,1.356271982E0
2.488867854E2,7.429225922E0,-1.920218825E0,1.314922094E0
2.488892911E2,7.678198814E0,-2.711820364E0,1.212183952E0
2.488917970E2,7.681751251E0,-3.724380493E0,1.020199060E0
2.488943028E2,7.294816017E0,-4.892974377E0,6.478109360E-1
2.488968087E2,6.504752159E0,-6.236040592E0,-5.386996269E-2
2.488993143E2,5.491130829E0,-7.424882889E0,-8.760724068E-1
2.489018202E2,4.435258865E0,-8.632561684E0,-1.915132046E0
2.489043259E2,3.231719971E0,-9.495123863E0,-2.936687946E0
2.489068318E2,2.165056229E0,-9.994597435E0,-3.934300423E0
2.489093376E2,1.172591209E0,-1.023757744E1,-4.773420334E0
2.489118432E2,2.513875961E-1,-1.039897156E1,-5.356348038E0
2.489143491E2,-3.872613907E-1,-1.026603985E1,-5.707855225E0
2.489168549E2,-1.121315956E0,-1.019025898E1,-5.950410843E0
2.489193607E2,-1.598569870E0,-9.979638100E0,-6.209199905E0
2.489218665E2,-1.930365086E0,-9.720624924E0,-6.157158852E0
2.489243724E2,-1.910781860E0,-9.213928223E0,-6.247617245E0
2.489268782E2,-1.739232063E0,-8.619827271E0,-6.173252106E0
2.489293838E2,-1.231766224E0,-7.719051838E0,-5.853211403E0
2.489318897E2,-5.570783615E-1,-6.751876831E0,-5.652498245E0
2.489343954E2,9.282588959E-2,-5.877972603E0,-5.277342796E0
2.489369013E2,5.532960892E-1,-5.179699898E0,-4.753550529E0
2.489394071E2,7.870044708E-1,-4.650322914E0,-4.008888721E0
2.489419127E2,9.016294479E-1,-4.190698147E0,-3.108551979E0
2.489444186E2,8.486957550E-1,-3.738151073E0,-2.155957699E0
2.489469244E2,6.662616730E-1,-3.412228584E0,-1.247622490E0
2.489494302E2,3.738698959E-1,-3.099705935E0,-4.717769623E-1
2.489519360E2,3.879165649E-2,-2.902335167E0,1.774652004E-1
2.489544419E2,-2.715940475E-1,-2.792339325E0,5.960016251E-1
2.489569475E2,-5.261697769E-1,-2.770856857E0,7.021036148E-1
2.489594534E2,-7.499580383E-1,-2.860809326E0,6.202883720E-1
2.489619592E2,-8.667302132E-1,-3.005465508E0,3.390593529E-1
2.489644651E2,-1.054593563E0,-3.064376354E0,-5.852794647E-2
2.489669708E2,-1.202485561E0,-3.188656569E0,-5.005927086E-1
2.489694767E2,-1.267771244E0,-3.315233231E0,-9.595022202E-1
2.489719825E2,-1.237214088E0,-3.423164845E0,-1.406868935E0
2.489744884E2,-1.200954914E0,-3.418367386E0,-1.824925900E0
2.489769940E2,-1.279131889E0,-3.372880220E0,-2.355526924E0
2.489794998E2,-1.186655521E0,-3.375937700E0,-2.688311100E0
2.489820056E2,-1.141719341E0,-3.267882109E0,-3.115239859E0
2.489845114E2,-8.435897827E-1,-3.157010794E0,-3.335682154E0
2.489870173E2,-6.388254166E-1,-2.925867319E0,-3.564279079E0
2.489895229E2,-8.827757835E-1,-2.543824673E0,-4.028386593E0
2.489920288E2,-1.083944321E0,-2.075474501E0,-4.210327625E0
2.489945346E2,-1.460659504E0,-1.509643555E0,-4.266609192E0
2.489970404E2,-1.625739574E0,-9.961328506E-1,-4.058425426E0
2.489995462E2,-1.838349342E0,-5.081577301E-1,-3.855564594E0
2.490020521E2,-1.858561993E0,-9.983539581E-2,-3.550582170E0
2.490045577E2,-1.697561741E0,1.858596802E-1,-3.239053726E0
2.490070635E2,-1.372871876E0,4.120427370E-1,-2.936576843E0
2.490095694E2,-9.745573997E-1,5.210382938E-1,-2.647562981E0
2.490120752E2,-6.659350395E-1,6.361452341E-1,-2.406193256E0
2.490145810E2,-3.747081757E-1,7.671478987E-1,-2.167759418E0
2.490170868E2,-1.256122589E-1,8.419793844E-1,-1.856989622E0
2.490195924E2,8.584022522E-2,8.794490099E-1,-1.494293928E0
2.490220983E2,3.348045349E-1,8.831844330E-1,-1.167119503E0
2.490246041E2,6.111202240E-1,8.016600609E-1,-8.697268963E-1
2.490271099E2,9.046783447E-1,7.141226530E-1,-5.236375332E-1
2.490296157E2,1.372605324E0,5.012429953E-1,-2.662348747E-1
2.490321216E2,1.665275574E0,2.988320589E-1,7.643938065E-3
2.490346274E2,2.065458298E0,7.774662971E-2,-3.122782707E-2
2.490371330E2,2.274276733E0,-1.472134590E-1,-1.471281052E-1
2.490396389E2,2.474645615E0,-3.513982296E-1,-2.964851856E-1
2.490421447E2,2.560113907E0,-5.453407764E-1,-4.244680405E-1
2.490446505E2,2.582716942E0,-7.643043995E-1,-6.153542995E-1
2.490471563E2,2.575624466E0,-9.338934422E-1,-7.209777832E-1
2.490496622E2,2.574436188E0,-1.084969759E0,-7.769696712E-1
2.490521678E2,2.555554390E0,-1.218336105E0,-9.902334213E-1
2.490546737E2,2.313982964E0,-1.311690331E0,-1.342862606E0
2.490571795E2,2.221563339E0,-1.292305946E0,-1.635685682E0
2.490596853E2,2.439950943E0,-1.234817982E0,-1.799965382E0
2.490621912E2,2.663368225E0,-1.119599700E0,-1.893197536E0
2.490646970E2,2.808453560E0,-1.055508971E0,-2.074883223E0
2.490672026E2,2.911850929E0,-9.194922447E-1,-2.126221180E0
2.490697085E2,2.973193169E0,-8.227847815E-1,-1.934928417E0
2.490722143E2,3.011269569E0,-5.479317904E-1,-1.685604334E0
2.490747201E2,2.946917534E0,-2.589029074E-1,-1.368884325E0
2.490772259E2,2.822622299E0,8.954799175E-2,-1.012152433E0
2.490797318E2,2.674725533E0,3.804547787E-1,-5.932712555E-1
2.490822374E2,2.481767654E0,7.380218506E-1,-2.426481247E-1
2.490847432E2,2.292220116E0,1.035640359E0,6.777811050E-2
2.490872491E2,2.072227478E0,1.346364260E0,3.567202091E-1
2.490897548E2,1.810842514E0,1.460007071E0,7.723655701E-1
2.490922607E2,1.319330215E0,1.623501778E0,1.081373453E0
2.490947665E2,7.876672745E-1,1.665445447E0,1.292727947E0
2.490972721E2,3.224830627E-1,1.737149596E0,1.317554474E0
2.490997780E2,-3.483867645E-1,1.665028572E0,1.570782900E0
2.491022838E2,-6.586456299E-1,1.509921432E0,2.145799160E0
2.491047897E2,-1.124558449E0,1.386965513E0,2.391480446E0
2.491072955E2,-1.633388042E0,1.364192009E0,2.282014132E0
2.491098013E2,-1.986759663E0,1.262204170E0,2.242014408E0
2.491123072E2,-2.208139420E0,1.182791710E0,2.296234369E0
2.491148128E2,-2.403546810E0,1.126237750E0,2.258064508E0
2.491173186E2,-2.573760986E0,1.133023500E0,2.125564098E0
2.491198245E2,-2.807692528E0,1.091850758E0,2.049496651E0
2.491223303E2,-2.975743771E0,1.023535609E0,2.014544725E0
2.491248361E2,-3.250796795E0,9.844070077E-1,1.997402787E0
2.491273419E2,-3.547855854E0,9.003247023E-1,1.940298676E0
2.491298475E2,-3.779005527E0,8.048309088E-1,1.879502296E0
2.491323534E2,-3.885072708E0,7.308472395E-1,1.834474802E0
2.491348592E2,-4.003410339E0,5.779631734E-1,1.748200655E0
2.491373650E2,-4.111399651E0,4.459844828E-1,1.736218452E0
2.491398708E2,-4.270623684E0,2.622783184E-1,1.793587685E0
2.491423767E2,-4.503259659E0,8.996152878E-2,1.777154922E0
2.491448823E2,-4.622177601E0,-5.951881409E-3,1.732206345E0
2.491473881E2,-4.814148903E0,-7.786250114E-2,1.815351963E0
2.491498940E2,-4.932823181E0,-2.231054306E-1,1.752111912E0
2.491523997E2,-5.052777290E0,-3.170406818E-1,1.716181755E0
2.491549056E2,-5.143816948E0,-4.556249380E-1,1.674288750E0
2.491574115E2,-5.141813278E0,-5.495324135E-1,1.689369202E0
2.491599171E2,-5.185788631E0,-6.129336357E-1,1.631840944E0
2.491624229E2,-5.220822811E0,-6.768220663E-1,1.595944405E0
2.491649288E2,-5.279620171E0,-8.171157837E-1,1.580169201E0
2.491674345E2,-5.291545868E0,-9.279127121E-1,1.556293011E0
2.491699404E2,-5.350610256E0,-1.042546391E0,1.577574730E0
2.491724462E2,-5.417577267E0,-1.078325868E0,1.570796251E0
2.491749521E2,-5.469927788E0,-1.082643270E0,1.544164181E0
2.491774577E2,-5.495795250E0,-1.042387366E0,1.542345285E0
2.491799635E2,-5.494666100E0,-1.002431273E0,1.630961418E0
2.491824694E2,-5.460544586E0,-9.612907171E-1,1.645171881E0
2.491849752E2,-5.446408272E0,-9.096744061E-1,1.742398977E0
2.491874811E2,-5.393404007E0,-8.666018248E-1,1.824525118E0
2.491899869E2,-5.285510540E0,-7.527006865E-1,1.999488354E0
2.491924925E2,-5.265410423E0,-5.926506519E-1,2.062488556E0
2.491949984E2,-5.170460701E0,-4.677007198E-1,2.076438427E0
2.491975042E2,-5.189510345E0,-3.727506399E-1,2.361438274E0
2.492000100E2,-5.055410385E0,-2.527506351E-1,2.596488476E0
2.492025158E2,-5.060510635E0,-5.865061283E-2,2.727438450E0
2.492050217E2,-5.172410965E0,1.012493372E-1,2.837538481E0
2.492075273E2,-4.954460621E0,2.912993431E-1,3.012438536E0
2.492100331E2,-4.864943981E0,5.133894086E-1,3.226472616E0
2.492125390E2,-4.823717594E0,7.219351530E-1,3.423321486E0
2.492150447E2,-4.784813881E0,8.729536533E-1,3.672115088E0
2.492175506E2,-4.765040398E0,1.071889043E0,3.961538315E0
2.492200564E2,-4.803100109E0,1.236841321E0,4.151207924E0
2.492225620E2,-4.829166412E0,1.466874838E0,4.267966270E0
2.492250679E2,-4.747509003E0,1.700705051E0,4.302254200E0
2.492275737E2,-4.650168419E0,1.893252134E0,4.274600506E0
2.492300795E2,-4.487430096E0,2.048044205E0,4.159228325E0
2.492325853E2,-4.234572887E0,2.119843006E0,3.968819857E0
2.492350912E2,-4.098464966E0,2.189322948E0,3.704828739E0
2.492375968E2,-3.799586296E0,2.194128036E0,3.402476788E0
2.492401027E2,-3.474653244E0,2.203251839E0,3.139031887E0
2.492426085E2,-3.235229969E0,2.253019333E0,2.856950760E0
2.492451144E2,-2.876622200E0,2.180374622E0,2.485447407E0
2.492476201E2,-2.568019867E0,2.208441019E0,2.146749496E0
2.492501260E2,-2.291097164E0,2.199000835E0,1.864454985E0
2.492526318E2,-2.155662537E0,2.235567093E0,1.652819872E0
2.492551374E2,-1.680338860E0,2.233279943E0,1.473835945E0
2.492576433E2,-1.381281376E0,2.340185642E0,1.252691984E0
2.492601491E2,-1.095602512E0,2.404999733E0,1.096486092E0
2.492626549E2,-8.722705841E-1,2.449408293E0,1.001673698E0
2.492651605E2,-6.509275436E-1,2.515777588E0,1.010534048E0
2.492676666E2,-5.297813416E-1,2.548451185E0,1.074021578E0
2.492701722E2,-4.041786194E-1,2.612226963E0,1.203600883E0
2.492726781E2,-3.174896240E-1,2.678653717E0,1.288757563E0
2.492751838E2,-2.385549545E-1,2.711254120E0,1.350409985E0
2.492776897E2,-1.266736984E-1,2.747891188E0,1.396773815E0
2.492801953E2,4.588794708E-2,2.789696217E0,1.443851709E0
2.492827014E2,1.861877441E-1,2.774441719E0,1.416330576E0
2.492852070E2,2.631740570E-1,2.808856487E0,1.406557322E0
2.492877128E2,3.010091782E-1,2.790991306E0,1.387844324E0
2.492902187E2,3.741312027E-1,2.754990578E0,1.330884695E0
2.492927244E2,5.189361572E-1,2.673314571E0,1.210714579E0
2.492952303E2,7.210216522E-1,2.554341316E0,1.115571260E0
2.492977361E2,9.390869141E-1,2.410783529E0,1.006868601E0
2.493002418E2,1.135374069E0,2.289664268E0,8.984413147E-1
2.493027476E2,1.328078270E0,2.126231194E0,7.906372547E-1
2.493052535E2,1.477841377E0,2.031468153E0,6.105291843E-1
2.493077592E2,1.350263596E0,2.050883293E0,5.125603676E-1
2.493102651E2,1.759872437E0,1.740062952E0,4.026842117E-1
2.493127707E2,2.008648872E0,1.613819361E0,3.778226376E-1
2.493152766E2,2.221801758E0,1.519703388E0,2.808425426E-1
2.493177824E2,2.431196213E0,1.431078553E0,2.420902252E-1
2.493202883E2,2.569904327E0,1.375241280E0,2.137899399E-1
2.493227940E2,2.661351204E0,1.348936439E0,2.422215939E-1
2.493252999E2,2.761419296E0,1.412428856E0,2.914943695E-1
2.493278055E2,2.979818344E0,1.465162396E0,2.939028740E-1
2.493303116E2,3.229440689E0,1.545278072E0,2.263543606E-1
2.493328172E2,3.435109138E0,1.613617778E0,1.393074989E-1
2.493353229E2,3.620996475E0,1.733979821E0,1.444315910E-1
2.493378289E2,3.753181458E0,1.802668810E0,2.199921608E-1
2.493403346E2,3.857821465E0,1.836857319E0,2.988893986E-1
2.493428405E2,3.957569122E0,1.858665705E0,3.461749554E-1
2.493453461E2,3.992260933E0,1.877871275E0,4.299194813E-1
2.493478519E2,4.011885643E0,1.900048733E0,5.546226501E-1
2.493503577E2,4.050127983E0,1.880240917E0,6.549923420E-1
2.493528636E2,4.015626907E0,1.876281023E0,7.473506927E-1
2.493553694E2,4.050909996E0,1.846142054E0,8.126912117E-1
2.493578752E2,4.042343140E0,1.854228020E0,7.939984798E-1
2.493603808E2,4.044788361E0,1.812606215E0,8.624911308E-1
2.493628867E2,4.132194519E0,1.810850978E0,9.026699066E-1
2.493653926E2,4.208965302E0,1.786593437E0,9.694797993E-1
2.493678984E2,4.343306541E0,1.761975884E0,9.871487617E-1
2.493704042E2,4.460992813E0,1.715459943E0,9.295642376E-1
2.493729100E2,4.487104416E0,1.651195049E0,8.792972565E-1
2.493754156E2,4.516823769E0,1.651820302E0,9.028322697E-1
2.493779215E2,4.496397972E0,1.645440817E0,9.054422379E-1
2.493804273E2,4.459392548E0,1.662221551E0,8.590257168E-1
2.493829331E2,4.408083916E0,1.662693024E0,8.105289936E-1
2.493854390E2,4.393636703E0,1.657878280E0,7.390813828E-1
2.493879448E2,4.466406822E0,1.572524190E0,5.260608196E-1
2.493904506E2,4.475498199E0,1.475648165E0,2.271187305E-1
2.493929563E2,4.402602196E0,1.424491405E0,-5.434846878E-2
2.493954621E2,4.396505356E0,1.337661266E0,-4.488449097E-1
2.493979679E2,4.329094887E0,1.262572289E0,-9.185538292E-1
2.494004738E2,4.127991676E0,1.187089324E0,-1.378615379E0
2.494029796E2,3.993752480E0,1.145257831E0,-1.831678867E0
2.494054852E2,3.871235847E0,1.085137844E0,-2.434158325E0
2.494079910E2,3.725425720E0,1.003462553E0,-3.125319481E0
2.494104969E2,3.623788834E0,8.585051894E-1,-3.665460587E0
2.494130026E2,3.614245415E0,6.231853366E-1,-4.050385952E0
2.494155085E2,3.734697342E0,4.131093025E-1,-4.347850323E0
2.494180143E2,3.826275826E0,2.208909988E-1,-4.564641953E0
2.494205200E2,3.927287102E0,1.137962341E-1,-4.584132195E0
2.494230258E2,4.188730240E0,-1.534748077E-2,-4.516116619E0
2.494255316E2,4.540090561E0,-2.023950815E-1,-4.543508530E0
2.494280375E2,4.643492699E0,-2.333829403E-1,-4.446755409E0
2.494305433E2,4.615052223E0,-2.280298471E-1,-4.189996719E0
2.494330491E2,4.645794868E0,-6.878995895E-2,-4.112003326E0
2.494355547E2,4.555119514E0,-8.984005451E-2,-4.202260971E0
2.494380608E2,4.227483749E0,-7.092142105E-2,-4.278312206E0
2.494405664E2,3.859426498E0,-1.221535206E-1,-4.229294777E0
2.494430722E2,3.494024277E0,-1.432527304E-1,-4.124981880E0
2.494455780E2,3.057538033E0,-2.519689798E-1,-3.863649368E0
2.494480838E2,2.442841530E0,-4.739342928E-1,-3.670865536E0
2.494505895E2,1.669300079E0,-6.894674301E-1,-3.559851170E0
2.494530953E2,1.024520874E0,-8.965138197E-1,-3.414585114E0
2.494556012E2,6.149301529E-1,-1.184781551E0,-3.252155781E0
2.494581070E2,2.471847534E-1,-1.436331391E0,-3.133871078E0
2.494606128E2,-2.571659088E-1,-1.352066040E0,-2.966870785E0
2.494631186E2,-6.383628845E-1,-1.340012193E0,-2.609151363E0
2.494656245E2,-1.015932560E0,-1.309207201E0,-2.230067253E0
2.494681301E2,-1.298858166E0,-1.319223046E0,-1.773547649E0
2.494706359E2,-1.630864143E0,-1.336499810E0,-1.315449238E0
2.494731418E2,-1.929061413E0,-1.323285580E0,-9.269075394E-1
2.494756476E2,-2.242739677E0,-1.310091257E0,-5.417628288E-1
2.494781534E2,-2.588305950E0,-1.343966603E0,-1.594686508E-1
2.494806592E2,-2.804564476E0,-1.387583733E0,6.746959686E-2
2.494831648E2,-3.028804302E0,-1.376141787E0,2.727174759E-1
2.494856707E2,-3.196262836E0,-1.371380329E0,4.483964443E-1
2.494881765E2,-3.289601803E0,-1.435327530E0,5.043497086E-1
2.494906823E2,-3.330685139E0,-1.635187149E0,4.981291294E-1
2.494931881E2,-3.296987057E0,-1.764757633E0,4.342911243E-1
2.494956940E2,-3.264433861E0,-1.987151384E0,2.370309830E-1
2.494981996E2,-3.103259087E0,-2.326259851E0,9.311389923E-2
2.495007054E2,-2.918028831E0,-2.727916718E0,-6.627893448E-2
2.495032113E2,-2.772823811E0,-2.993653536E0,-3.743052483E-1
2.495057170E2,-2.476086140E0,-3.325981140E0,-7.261657715E-1
2.495082229E2,-2.113005161E0,-3.572334290E0,-1.120374203E0
2.495107287E2,-1.744492531E0,-3.823004723E0,-1.555453300E0
2.495132343E2,-1.257514477E0,-4.129408836E0,-1.963317871E0
2.495157402E2,-7.295856476E-1,-4.444005966E0,-2.260913372E0
2.495182460E2,-1.877298355E-1,-4.686909676E0,-2.435730934E0
2.495207518E2,3.179454803E-1,-4.903357029E0,-2.518563271E0
2.495232577E2,8.843259811E-1,-5.079379082E0,-2.476495266E0
2.495257635E2,1.414081573E0,-5.289957523E0,-2.305484295E0
2.495282691E2,1.948845863E0,-5.429944515E0,-2.132641792E0
2.495307750E2,2.325914383E0,-5.489309311E0,-1.979270935E0
2.495332808E2,2.795217514E0,-5.513061047E0,-1.784983635E0
2.495357866E2,3.197521210E0,-5.558550835E0,-1.492971420E0
2.495382924E2,3.688733101E0,-5.587552547E0,-1.277124405E0
2.495407983E2,4.169656754E0,-5.612437725E0,-1.120970249E0
2.495433041E2,4.548538208E0,-5.471914768E0,-1.119354725E0
2.495458098E2,4.934155464E0,-5.313563824E0,-1.143373013E0
2.495483156E2,5.451119423E0,-5.169521332E0,-1.117823601E0
2.495508214E2,5.734348297E0,-4.929261208E0,-1.240779877E0
2.495533272E2,6.186067581E0,-4.766902924E0,-1.205256462E0
2.495558331E2,6.436882019E0,-4.522120476E0,-1.136693001E0
2.495583389E2,6.522663116E0,-4.185441017E0,-9.831404686E-1
2.495608445E2,6.429502487E0,-3.845975161E0,-8.169422150E-1
2.495633504E2,6.148497581E0,-3.454230070E0,-5.292515755E-1
2.495658562E2,5.744038582E0,-3.078508139E0,-2.241678238E-1
2.495683619E2,5.371712685E0,-2.644802332E0,1.047768593E-1
2.495708678E2,4.987973213E0,-2.206088543E0,3.933537006E-1
2.495733736E2,4.575227737E0,-1.810480833E0,6.763944626E-1
2.495758792E2,4.246658325E0,-1.387019157E0,9.606311321E-1
2.495783851E2,3.883442879E0,-9.996767044E-1,1.194809198E0
2.495808909E2,3.536683083E0,-6.765369773E-1,1.342008829E0
2.495833967E2,3.228552818E0,-3.766298890E-1,1.464446783E0
2.495859025E2,3.008667946E0,-1.542399526E-1,1.481857300E0
2.495884084E2,2.829030037E0,6.613665819E-2,1.498308659E0
2.495909140E2,2.799790382E0,2.432705760E-1,1.437991142E0
2.495934198E2,2.581257820E0,4.189150929E-1,1.157793999E0
2.495959257E2,2.263146400E0,5.465536118E-1,8.531148434E-1
2.495984315E2,2.106377602E0,5.709825754E-1,4.065270424E-1
2.496009373E2,1.993083000E0,5.499466658E-1,-4.453849792E-2
2.496034431E2,1.887346268E0,5.553899407E-1,-3.659348488E-1
2.496059488E2,1.792472839E0,5.508393049E-1,-8.823828697E-1
2.496084546E2,1.606128693E0,5.188480020E-1,-1.418966770E0
2.496109605E2,1.546338081E0,5.812181234E-1,-1.837022305E0
2.496134663E2,1.487469673E0,6.780359745E-1,-2.145240784E0
2.496159721E2,1.313201904E0,6.529242396E-1,-2.415660381E0
2.496184779E2,1.179002762E0,6.310080290E-1,-2.646635056E0
2.496209835E2,9.921045303E-1,6.131327152E-1,-2.717150211E0
2.496234894E2,8.173475266E-1,5.813215971E-1,-2.720007896E0
2.496259952E2,7.035427094E-1,5.996881127E-1,-2.740549088E0
2.496285010E2,5.842428207E-1,5.576242208E-1,-2.662574291E0
2.496310068E2,4.407291412E-1,5.544470549E-1,-2.440347672E0
2.496335127E2,2.501487732E-1,5.649675131E-1,-2.157771111E0
2.496360185E2,1.365737915E-1,6.075844765E-1,-1.775043964E0
2.496385241E2,1.660346985E-3,6.664014459E-1,-1.382790565E0
2.496410300E2,4.887485504E-2,7.348085642E-1,-1.045636654E0
2.496435358E2,-1.222867966E-1,8.297962546E-1,-7.344274521E-1
2.496460416E2,-3.012857437E-1,8.655644059E-1,-3.025403023E-1
2.496485474E2,-3.998498917E-1,9.335336685E-1,1.881704330E-1
2.496510533E2,-5.720291138E-1,1.035996675E0,5.607764721E-1
2.496535589E2,-6.594362259E-1,1.121024251E0,9.913411140E-1
2.496560647E2,-7.371282578E-1,1.225803614E0,1.365276814E0
2.496585706E2,-8.389072418E-1,1.309602737E0,1.752014160E0
2.496610763E2,-1.034827709E0,1.377289653E0,2.107898235E0
2.496635822E2,-1.223140240E0,1.418789983E0,2.399153233E0
2.496660880E2,-1.503812313E0,1.424745440E0,2.587413311E0
2.496685936E2,-1.744754791E0,1.427846551E0,2.760613203E0
2.496710995E2,-1.954903603E0,1.450006247E0,2.849246502E0
2.496736053E2,-2.175610542E0,1.442267418E0,2.917854309E0
2.496761111E2,-2.429397106E0,1.474154234E0,2.956854343E0
2.496786169E2,-2.664875031E0,1.447760820E0,2.944008827E0
2.496811228E2,-2.805726528E0,1.477013826E0,2.932069778E0
2.496836284E2,-2.881006241E0,1.544153929E0,2.918329239E0
2.496861343E2,-2.924244881E0,1.560854197E0,2.879725218E0
2.496886401E2,-3.003880978E0,1.495105982E0,2.818724155E0
2.496911459E2,-3.107207775E0,1.443794012E0,2.854182720E0
2.496936517E2,-3.189357758E0,1.379447222E0,2.853703499E0
2.496961573E2,-3.268848419E0,1.335394144E0,2.828855515E0
2.496986632E2,-3.328013897E0,1.268129110E0,2.816431046E0
2.497011690E2,-3.360760212E0,1.205769777E0,2.798926830E0
2.497036749E2,-3.437753201E0,1.165537715E0,2.777501106E0
2.497061806E2,-3.533917427E0,1.116338611E0,2.717173576E0
2.497086865E2,-3.667156219E0,1.069695711E0,2.700617313E0
2.497111923E2,-3.784274578E0,1.005545378E0,2.606488228E0
2.497136979E2,-3.918457508E0,9.263969660E-1,2.499228001E0
2.497162038E2,-4.055437088E0,9.171186686E-1,2.494459629E0
2.497187096E2,-4.247493267E0,8.159800172E-1,2.473344326E0
2.497212154E2,-4.418285370E0,7.158041596E-1,2.412866354E0
2.497237212E2,-4.557624340E0,5.877403021E-1,2.353301525E0
2.497262270E2,-4.734640598E0,4.947554469E-1,2.377254486E0
2.497287327E2,-4.883112907E0,4.528837800E-1,2.369321108E0
2.497312385E2,-5.041065216E0,3.860124350E-1,2.328356504E0
2.497337443E2,-5.168107033E0,3.290244341E-1,2.276324272E0
2.497362502E2,-5.262605667E0,2.812271714E-1,2.243790627E0
2.497387560E2,-5.410487175E0,2.283197641E-1,2.143768072E0
2.497412618E2,-5.535960197E0,2.425758839E-1,2.090995312E0
2.497437675E2,-5.628938675E0,2.786133885E-1,2.091032505E0
2.497462733E2,-5.683899403E0,3.056628108E-1,2.032787085E0
2.497487792E2,-5.733226776E0,3.272148967E-1,1.990987420E0
2.497512851E2,-5.779098511E0,3.612979650E-1,1.950093150E0
2.497537908E2,-5.801802635E0,3.753946424E-1,1.947354674E0
2.497562967E2,-5.849771500E0,3.953747749E-1,1.911414981E0
2.497588025E2,-5.904793262E0,4.504508972E-1,1.927523136E0
2.497613082E2,-5.970548153E0,4.844068289E-1,1.937434435E0
2.497638140E2,-5.994520187E0,4.745308757E-1,1.944542885E0
2.497663199E2,-5.981432915E0,4.672548771E-1,1.982465029E0
2.497688256E2,-5.951712608E0,4.747883677E-1,2.045621395E0
2.497713315E2,-5.906693459E0,4.508125782E-1,2.146758795E0
2.497738373E2,-5.764779091E0,4.598208070E-1,2.308791161E0
2.497763429E2,-5.604535103E0,4.797908664E-1,2.415172338E0
2.497788488E2,-5.436538219E0,4.768121839E-1,2.498260736E0
2.497813546E2,-5.300897598E0,4.735258222E-1,2.529669046E0
2.497838604E2,-5.168910980E0,4.925959706E-1,2.586631775E0
2.497863660E2,-5.049887180E0,5.310685635E-1,2.707154274E0
2.497888721E2,-4.938020706E0,5.861289501E-1,2.779073715E0
2.497913777E2,-4.836518288E0,6.580197215E-1,2.793985367E0
2.497938836E2,-4.709517002E0,7.279034257E-1,2.802886248E0
2.497963894E2,-4.601794720E0,7.343071103E-1,2.814600945E0
2.497988952E2,-4.488911629E0,7.983371019E-1,2.821357012E0
2.498014010E2,-4.351245880E0,8.423507214E-1,2.778031826E0
2.498039069E2,-4.157241821E0,8.733578324E-1,2.803773403E0
2.498064125E2,-3.967790604E0,8.601736426E-1,2.808035135E0
2.498089183E2,-3.737998962E0,8.481106758E-1,2.867699623E0
2.498114242E2,-3.502433300E0,8.510192037E-1,2.901023149E0
2.498139300E2,-3.265687943E0,7.960286140E-1,2.905416012E0
2.498164358E2,-3.110614300E0,7.397610545E-1,2.852192402E0
2.498189417E2,-2.945941448E0,7.066619992E-1,2.805414677E0
2.498214473E2,-2.762985706E0,6.833091974E-1,2.772944927E0
2.498239531E2,-2.628132343E0,6.931685209E-1,2.736530066E0
2.498264589E2,-2.436636925E0,7.549171448E-1,2.661457539E0
2.498289648E2,-2.248240471E0,8.186889291E-1,2.629092455E0
2.498314706E2,-2.074824810E0,8.300409317E-1,2.605650902E0
2.498339762E2,-1.879622459E0,9.065313935E-1,2.555810452E0
2.498364821E2,-1.668714523E0,9.661129117E-1,2.476078987E0
2.498389880E2,-1.430876255E0,1.008325577E0,2.380368710E0
2.498414938E2,-1.237499714E0,9.795666933E-1,2.308058739E0
2.498439996E2,-9.136228561E-1,1.073999166E0,2.191573143E0
2.498465055E2,-5.827112198E-1,1.209261894E0,2.038457870E0
2.498490113E2,-2.970094681E-1,1.354142904E0,1.982655525E0
2.498515169E2,-6.335067749E-2,1.431269526E0,1.969224811E0
2.498540228E2,1.562547684E-1,1.404307961E0,2.010330200E0
2.498565286E2,5.493555069E-1,1.543999553E0,2.044189453E0
2.498590344E2,1.005690575E0,1.698809862E0,2.097956657E0
2.498615402E2,1.441620827E0,1.828537226E0,2.224001646E0
2.498640458E2,1.823235512E0,1.908050656E0,2.437666416E0
2.498665519E2,2.231960297E0,2.059130430E0,2.676099300E0
2.498690575E2,2.768959045E0,2.208178997E0,2.846918583E0
2.498715634E2,3.215961456E0,2.290919781E0,2.917416334E0
2.498740691E2,3.522032738E0,2.309160948E0,2.977602243E0
2.498765750E2,3.849810600E0,2.379276276E0,3.030310392E0
2.498790806E2,4.192582130E0,2.391287327E0,3.010170937E0
2.498815865E2,4.579572678E0,2.360518456E0,3.019111156E0
2.498840923E2,4.799130440E0,2.269635201E0,2.979062080E0
2.498865981E2,5.137464523E0,2.119343758E0,2.817490578E0
2.498891040E2,5.493190765E0,1.972129583E0,2.407594681E0
2.498916098E2,5.819047928E0,1.684083939E0,1.929727793E0
